iter	MultiClass
536	1.846017508
537	1.8439164
538	1.842997255
539	1.842060334
540	1.840875614
541	1.840146337
542	1.839275669
543	1.837823095
544	1.836177599
545	1.835091813
546	1.83366948
547	1.832435356
548	1.831150973
549	1.829906657
550	1.828359238
551	1.826935752
552	1.825626833
553	1.824523926
554	1.823398857
555	1.821414944
556	1.820350928
557	1.819642601
558	1.818049218
559	1.816979847
560	1.815388138
561	1.814415657
562	1.813208906
563	1.812218285
564	1.811117122
565	1.810173814
566	1.809096102
567	1.807680197
568	1.806744668
569	1.805677834
570	1.804659016
571	1.802634702
572	1.801866348
573	1.800443556
574	1.799434288
575	1.79785377
576	1.796885198
577	1.795729099
578	1.794458655
579	1.79357523
580	1.791790111
581	1.791047243
582	1.789870462
583	1.788934605
584	1.787680404
585	1.786339186
586	1.785548944
587	1.784609857
588	1.783608276
589	1.782277875
590	1.780253497
591	1.779246543
592	1.778022771
593	1.777020334
594	1.775417844
595	1.774455726
596	1.773614776
597	1.772363502
598	1.770645956
599	1.769230309
600	1.768110371
601	1.766716233
602	1.765409516
603	1.764070483
604	1.762493849
605	1.761582763
606	1.759914877
607	1.75859024
608	1.757204128
609	1.756388236
610	1.755478667
611	1.753849771
612	1.752683463
613	1.751356615
614	1.750411573
615	1.749481194
616	1.747973576
617	1.74698317
618	1.745798399
619	1.744808857
620	1.743782464
621	1.742894416
622	1.741782054
623	1.740878095
624	1.739578761
625	1.73875467
626	1.737013971
627	1.735617447
628	1.733877349
629	1.733038701
630	1.73162472
631	1.730238897
632	1.729194241
633	1.727523313
634	1.726192707
635	1.725129281
636	1.723648296
637	1.722726771
638	1.721576379
639	1.720645141
640	1.719335174
641	1.717615527
642	1.716318146
643	1.715550231
644	1.71399478
645	1.713196188
646	1.712136137
647	1.711244629
648	1.710264833
649	1.709254693
650	1.708199922
651	1.706933966
652	1.705770663
653	1.704815645
654	1.704142466
655	1.702590227
656	1.701697565
657	1.700743891
658	1.699840828
659	1.698317777
660	1.697259565
661	1.696175343
662	1.69534642
663	1.694416865
664	1.69332137
665	1.691953485
666	1.690904343
667	1.689480969
668	1.688226398
669	1.686565824
670	1.685841698
671	1.685008175
672	1.68414402
673	1.683092098
674	1.681997289
675	1.681183207
676	1.679486425
677	1.678635811
678	1.677749464
679	1.676945678
680	1.676072244
681	1.675470335
682	1.674255278
683	1.673294456
684	1.672564098
685	1.671382779
686	1.669935845
687	1.668983432
688	1.667922854
689	1.666181223
690	1.664985207
691	1.663747771
692	1.662358081
693	1.661329176
694	1.660247552
695	1.659367464
696	1.658149936
697	1.657313559
698	1.656160536
699	1.65534201
700	1.654522634
701	1.653337304
702	1.652489349
703	1.651238429
704	1.65060356
705	1.64886698
706	1.647933321
707	1.64663238
708	1.645775624
709	1.644991372
710	1.643692918
711	1.642605812
712	1.641457464
713	1.640623735
714	1.639290212
715	1.638379495
716	1.637344345
717	1.636101747
718	1.635218895
719	1.634062572
720	1.633564139
721	1.632303902
722	1.63160228
723	1.630829136
724	1.629580932
725	1.628698385
726	1.627931935
727	1.626503058
728	1.625589339
729	1.623924843
730	1.623134927
731	1.622474503
732	1.621655981
733	1.621006665
734	1.620148313
735	1.61913178
736	1.617984502
737	1.616734199
738	1.615873685
739	1.614677718
740	1.613266799
741	1.611552745
742	1.609844709
743	1.609038308
744	1.60810017
745	1.607260903
746	1.605810528
747	1.604962664
748	1.603075603
749	1.602310392
750	1.600423424
751	1.599128323
752	1.597823819
753	1.596721103
754	1.595701107
755	1.594471264
756	1.593311791
757	1.59260435
758	1.591472753
759	1.589919967
760	1.589271396
761	1.588097486
762	1.587242078
763	1.585685494
764	1.584512518
765	1.583522632
766	1.581943444
767	1.580792632
768	1.57965206
769	1.578150793
770	1.577210483
771	1.576147795
772	1.57514602
773	1.573952746
774	1.572860781
775	1.571158578
776	1.570082373
777	1.569089774
778	1.568026378
779	1.567410725
780	1.56681257
781	1.565654009
782	1.564586684
783	1.563927169
784	1.562829857
785	1.561986399
786	1.560975077
787	1.55983559
788	1.558511993
789	1.557147179
790	1.555994073
791	1.554578448
792	1.553775053
793	1.552388062
794	1.551495924
795	1.550530055
796	1.549457836
797	1.548638703
798	1.547509821
799	1.546465812
800	1.545916038
801	1.544917054
802	1.544177698
803	1.54335038
804	1.54213902
805	1.540817979
806	1.5396314
807	1.538203792
808	1.536780259
809	1.535453901
810	1.53442338
811	1.533307009
812	1.531695264
813	1.530953679
814	1.529927461
815	1.528712933
816	1.527866053
817	1.526907101
818	1.526105184
819	1.525023431
820	1.524213228
821	1.523343626
822	1.522406114
823	1.521055436
824	1.520280347
825	1.519322908
826	1.518414125
827	1.517355396
828	1.51649617
829	1.515571868
830	1.514237134
831	1.513359917
832	1.512594336
833	1.511885034
834	1.511000327
835	1.510213771
836	1.509468263
837	1.508119588
838	1.506755576
839	1.505210269
840	1.503949724
841	1.503100738
842	1.502197275
843	1.501515242
844	1.500417599
845	1.499588854
846	1.49878284
847	1.497522726
848	1.496880252
849	1.496181988
850	1.495331067
851	1.493683871
852	1.492619264
853	1.491584827
854	1.490367713
855	1.489811442
856	1.488519533
857	1.487752911
858	1.486519503
859	1.484863477
860	1.484209893
861	1.482921493
862	1.481698642
863	1.480817751
864	1.479831151
865	1.478500311
866	1.477784022
867	1.476198844
868	1.475270706
869	1.473857005
870	1.473026291
871	1.472277628
872	1.471429284
873	1.470410188
874	1.469059379
875	1.467679449
876	1.466407
877	1.465467248
878	1.464461019
879	1.46374128
880	1.462619134
881	1.461518176
882	1.460851388
883	1.460201072
884	1.458606859
885	1.457741169
886	1.456883012
887	1.45565035
888	1.454242257
889	1.453414226
890	1.452463975
891	1.451720738
892	1.450504795
893	1.44896259
894	1.44820318
895	1.447418335
896	1.446314954
897	1.445147996
898	1.443976469
899	1.442434053
900	1.441378408
901	1.439920868
902	1.438735966
903	1.437844166
904	1.436799467
905	1.435294896
906	1.434194225
907	1.433536897
908	1.432670701
909	1.431605941
910	1.430509489
911	1.429345268
912	1.428272208
913	1.427688678
914	1.426944239
915	1.426079444
916	1.425152902
917	1.424410806
918	1.423080526
919	1.422094711
920	1.421116461
921	1.419919712
922	1.418932415
923	1.418484522
924	1.417702065
925	1.417026136
926	1.416599348
927	1.415639999
928	1.414647576
929	1.414086398
930	1.413201073
931	1.412494599
932	1.412119036
933	1.411222095
934	1.410388657
935	1.408882525
936	1.408019776
937	1.407270265
938	1.406350531
939	1.40567303
940	1.404795745
941	1.403741946
942	1.402415798
943	1.40162674
944	1.400715759
945	1.399760013
946	1.398638305
947	1.39781584
948	1.396680404
949	1.395939524
950	1.395193939
951	1.394009553
952	1.393331439
953	1.392120381
954	1.391432008
955	1.390539263
956	1.389126407
957	1.388240656
958	1.38750549
959	1.386335247
960	1.385182929
961	1.384158678
962	1.382832689
963	1.381652864
964	1.38097231
965	1.380261592
966	1.379652341
967	1.378503672
968	1.377884467
969	1.377070413
970	1.376407641
971	1.375214337
972	1.37418308
973	1.373409232
974	1.372392219
975	1.371554361
976	1.37051663
977	1.369339615
978	1.368496716
979	1.367858334
980	1.367111118
981	1.366194239
982	1.365586622
983	1.364815912
984	1.363652705
985	1.362519466
986	1.361888689
987	1.361095888
988	1.360306653
989	1.358947629
990	1.358208047
991	1.357554056
992	1.356421135
993	1.355308478
994	1.354077107
995	1.352729579
996	1.352050803
997	1.3511691
998	1.350167616
999	1.348925357
